epochs,LSTMLayers,LSTMDims,ReLULayers,ReLUDims,totalAcc,f1_macro,f1_micro,For,Against,Neutral
170,3,200,1,100,0.6340,0.2922,0.6340,0.1698,0.1754,0.0000,0.8193
175,3,200,1,100,0.6383,0.3159,0.6383,0.2075,0.1579,0.0588,0.8193
180,3,200,1,100,0.6296,0.2454,0.6296,0.0566,0.1053,0.0000,0.8434
185,3,200,1,100,0.6362,0.2710,0.6362,0.1321,0.1053,0.0000,0.8404
190,3,200,1,100,0.6362,0.2640,0.6362,0.0943,0.1228,0.0000,0.8434
195,3,200,1,100,0.6340,0.2421,0.6340,0.0755,0.0702,0.0000,0.8524
200,3,200,1,100,0.6318,0.2558,0.6318,0.1321,0.0526,0.0000,0.8434
5,3,200,1,200,0.7168,0.2088,0.7168,0.0000,0.0000,0.0000,1.0000
10,3,200,1,200,0.6057,0.2485,0.6057,0.0333,0.2222,0.0000,0.8024
15,3,200,1,200,0.5686,0.3104,0.5686,0.2333,0.4259,0.0000,0.6809
20,3,200,1,200,0.6275,0.2685,0.6275,0.1000,0.1667,0.0000,0.8298
25,3,200,1,200,0.6601,0.3620,0.6601,0.2500,0.1296,0.1875,0.8450
30,3,200,1,200,0.6536,0.3078,0.6536,0.2000,0.0926,0.0625,0.8571
35,3,200,1,200,0.6558,0.2704,0.6558,0.1333,0.0926,0.0000,0.8754
40,3,200,1,200,0.6296,0.3217,0.6296,0.2000,0.1852,0.0625,0.8085
45,3,200,1,200,0.6253,0.2778,0.6253,0.1667,0.1296,0.0000,0.8207
50,3,200,1,200,0.6187,0.2810,0.6187,0.1333,0.2037,0.0000,0.8055
55,3,200,1,200,0.6013,0.2866,0.6013,0.2167,0.1667,0.0000,0.7720
60,3,200,1,200,0.6318,0.2879,0.6318,0.1000,0.1296,0.0625,0.8389
65,3,200,1,200,0.6362,0.3178,0.6362,0.1000,0.2037,0.1250,0.8298
70,3,200,1,200,0.6318,0.3210,0.6318,0.2000,0.1667,0.0625,0.8146
75,3,200,1,200,0.6166,0.3050,0.6166,0.1500,0.1296,0.1250,0.8055
80,3,200,1,200,0.6078,0.2709,0.6078,0.1667,0.0556,0.0625,0.8055
85,3,200,1,200,0.6318,0.3035,0.6318,0.1333,0.0741,0.1250,0.8389
90,3,200,1,200,0.6405,0.3124,0.6405,0.1667,0.0556,0.1250,0.8480
95,3,200,1,200,0.6383,0.2975,0.6383,0.2000,0.0556,0.0625,0.8419
100,3,200,1,200,0.6057,0.3470,0.6057,0.3000,0.1111,0.1875,0.7629
105,3,200,1,200,0.6318,0.3084,0.6318,0.2000,0.1296,0.0625,0.8207
110,3,200,1,200,0.6950,0.3680,0.6950,0.2000,0.0000,0.3125,0.9179
115,3,200,1,200,0.6710,0.3604,0.6710,0.2167,0.0556,0.1875,0.8784
120,3,200,1,200,0.6601,0.3538,0.6601,0.1833,0.1111,0.1875,0.8602
125,3,200,1,200,0.6209,0.2961,0.6209,0.2167,0.0926,0.0625,0.8085
130,3,200,1,200,0.6144,0.3255,0.6144,0.2167,0.2222,0.0625,0.7781
135,3,200,1,200,0.6122,0.2457,0.6122,0.1167,0.0556,0.0000,0.8237
140,3,200,1,200,0.6471,0.2973,0.6471,0.1333,0.1111,0.0625,0.8571
145,3,200,1,200,0.6471,0.3617,0.6471,0.1833,0.1667,0.2500,0.8298
150,3,200,1,200,0.5926,0.2850,0.5926,0.1333,0.1667,0.0625,0.7720
155,3,200,1,200,0.6318,0.3155,0.6318,0.0500,0.1667,0.1875,0.8359
160,3,200,1,200,0.6231,0.2678,0.6231,0.1667,0.0926,0.0000,0.8237
165,3,200,1,200,0.6166,0.3282,0.6166,0.1833,0.2037,0.1250,0.7872
170,3,200,1,200,0.6035,0.3459,0.6035,0.1667,0.1852,0.1875,0.7720
175,3,200,1,200,0.6100,0.3110,0.6100,0.2667,0.2222,0.0000,0.7660
180,3,200,1,200,0.6231,0.3231,0.6231,0.1500,0.2778,0.0625,0.7933
185,3,200,1,200,0.6296,0.2792,0.6296,0.2167,0.0926,0.0000,0.8237
190,3,200,1,200,0.6144,0.2952,0.6144,0.1000,0.2037,0.0625,0.8024
195,3,200,1,200,0.5752,0.3193,0.5752,0.1333,0.3148,0.1250,0.7204
200,3,200,1,200,0.6144,0.3056,0.6144,0.1667,0.1852,0.0625,0.7933
